Wind MFI data, 1 minute resolution, GSM coordinates
Year  DOY  millisecs            B          Bx          By          Bz
                               nT          nT          nT          nT
2012  10  53190000         5.44        -2.99        -4.30        -1.42
2012  10  53250000         5.58        -3.25        -4.34        -1.29
2012  10  53310000         5.62        -3.47        -4.13        -1.56
2012  10  53370000         5.58        -3.50        -4.03        -1.62
2012  10  53430000         5.58        -3.42        -3.89        -2.06
2012  10  53490000         5.66        -2.80        -4.30        -2.28
2012  10  53550000         5.72        -2.04        -4.72        -2.47
2012  10  53610000         5.67        -2.08        -4.49        -2.72
2012  10  53670000         5.80        -2.56        -4.03        -3.28
2012  10  53730000         5.80        -2.60        -4.03        -3.24
2012  10  53790000         5.80        -1.83        -4.94        -2.35
2012  10  53850000         5.76        -1.49        -5.30        -1.69
2012  10  53910000         5.69        -1.89        -4.18        -3.20
2012  10  53970000         5.60        -0.71        -4.92        -2.50
2012  10  54030000         5.66        -1.03        -4.98        -2.28
2012  10  54090000         5.62        -1.95        -3.84        -3.56
2012  10  54150000         5.55        -1.97        -3.34        -3.96
2012  10  54210000         5.42        -2.01        -2.41        -4.36
2012  10  54270000         5.36        -1.49        -2.37        -4.54
2012  10  54330000         5.39        -1.62        -2.65        -4.39
2012  10  54390000         5.40        -1.65        -2.14        -4.66
2012  10  54450000         5.16        -1.44        -2.16        -4.46
2012  10  54510000         5.43        -1.21        -2.06        -4.80
2012  10  54570000         5.39        -1.06        -2.42        -4.65
2012  10  54630000         5.49        -1.91        -3.38        -3.50
2012  10  54690000         5.67        -1.63        -4.87        -2.30
2012  10  54750000         5.61        -1.50        -4.91        -2.12
2012  10  54810000         5.72        -1.82        -4.78        -2.51
2012  10  54870000         5.93        -1.37        -4.87        -3.05
2012  10  54930000         5.93        -1.24        -5.34        -2.25
2012  10  54990000         6.03        -1.88        -5.02        -2.71
2012  10  55050000         6.04        -1.60        -5.32        -2.27
2012  10  55110000         6.10        -1.32        -5.29        -2.69
2012  10  55170000         6.11        -1.56        -5.40        -2.36
2012  10  55230000         6.10        -1.51        -5.45        -2.18
2012  10  55290000         6.16        -1.21        -5.53        -2.40
2012  10  55350000         6.18        -0.94        -5.37        -2.91
2012  10  55410000         6.20        -0.86        -5.38        -2.94
2012  10  55470000         6.15        -0.87        -5.69        -2.06
2012  10  55530000         6.11        -0.62        -5.90        -1.43
2012  10  55590000         6.16        -0.69        -5.74        -2.11
2012  10  55650000         6.10        -0.72        -5.10        -3.24
2012  10  55710000         6.04        -1.03        -5.19        -2.80
2012  10  55770000         5.95        -0.88        -5.71        -1.38
2012  10  55830000         5.99        -0.82        -5.81        -1.10
2012  10  55890000         6.20        -0.59        -6.15        -0.38
2012  10  55950000         6.15        -0.71        -6.09        -0.20
2012  10  56010000         6.14        -0.54        -6.10        -0.31
2012  10  56070000         6.14        -0.63        -6.08        -0.54
2012  10  56130000         6.18        -0.53        -6.12        -0.52
2012  10  56190000         6.13        -1.21        -5.79        -1.34
2012  10  56250000         6.16        -1.34        -5.81        -1.49
2012  10  56310000         6.30        -1.06        -5.96        -1.72
2012  10  56370000         6.28        -1.11        -5.95        -1.62
2012  10  56430000         6.22        -1.08        -6.05        -0.52
2012  10  56490000         6.20        -0.47        -6.04        -0.54
2012  10  56550000         6.08        -0.28        -6.06        -0.17
2012  10  56610000         6.10        -0.49        -6.03        -0.52
2012  10  56670000         6.02        -0.53        -5.87         0.17
2012  10  56730000         6.07        -0.52        -6.02         0.29
2012  10  56790000         5.98        -0.75        -5.91         0.10
2012  10  56850000         5.73        -0.49        -5.28         1.70
2012  10  56910000         5.62        -0.34        -5.03         2.47
2012  10  56970000         5.56        -0.21        -4.77         2.82
2012  10  57030000         5.44        -0.16        -4.52         3.02
2012  10  57090000         5.49        -0.42        -4.84         2.54
2012  10  57150000         5.71        -0.80        -5.23         2.08
2012  10  57210000         5.86        -0.99        -5.64        -0.04
2012  10  57270000         5.97        -1.25        -5.83         0.01
2012  10  57330000         5.93        -1.53        -5.61         1.05
2012  10  57390000         5.96        -1.51        -5.76         0.09
2012  10  57450000         5.96        -1.19        -5.83        -0.23
2012  10  57510000         5.97        -1.37        -5.77        -0.47
2012  10  57570000         6.04        -1.23        -5.87         0.25
2012  10  57630000         6.05        -0.69        -5.75         1.38
2012  10  57690000         6.06        -0.52        -5.22         2.68
2012  10  57750000         5.91        -0.40        -4.85         3.20
2012  10  57810000         5.94        -0.43        -5.10         2.98
2012  10  57870000         5.92        -0.80        -4.57         3.66
2012  10  57930000         5.84        -0.94        -4.60         2.93
2012  10  57990000         6.02        -1.33        -5.83         0.67
2012  10  58050000         5.64        -1.52        -4.77         2.32
2012  10  58110000         5.79        -1.12        -5.17         2.32
2012  10  58170000         5.72        -1.10        -5.37         1.56
2012  10  58230000         5.73        -1.09        -5.51         1.10
2012  10  58290000         5.71        -1.19        -5.45         1.18
2012  10  58350000         5.70        -1.35        -5.49         0.42
2012  10  58410000         5.65        -1.01        -5.29        -1.69
2012  10  58470000         5.54        -0.89        -5.14        -1.88
2012  10  58530000         5.65        -0.74        -5.27        -1.89
2012  10  58590000         5.76        -0.47        -5.50        -1.62
2012  10  58650000         5.87        -0.41        -5.65        -1.54
2012  10  58710000         5.78        -0.36        -5.63        -1.22
2012  10  58770000         5.83        -0.30        -5.54        -1.73
2012  10  58830000         5.79        -0.53        -5.67        -0.99
2012  10  58890000         5.74        -0.34        -5.57        -1.35
2012  10  58950000         5.78        -0.46        -5.62        -1.22
2012  10  59010000         5.76        -0.63        -5.61        -1.12
2012  10  59070000         5.77        -0.70        -5.57        -1.28
2012  10  59130000         5.80        -0.21        -5.71        -0.86
2012  10  59190000         5.76        -0.74        -5.01        -2.59
2012  10  59250000         5.73        -0.77        -4.97        -2.73
2012  10  59310000         5.71        -0.52        -5.01        -2.63
2012  10  59370000         5.72        -0.18        -5.30        -2.02
2012  10  59430000         5.82        -0.15        -4.99        -2.82
2012  10  59490000         5.62         0.10        -5.19        -2.08
2012  10  59550000         5.93        -0.05        -5.75        -1.38
2012  10  59610000         5.87        -0.33        -5.81        -0.70
2012  10  59670000         5.95        -0.35        -5.88        -0.21
2012  10  59730000         5.89         0.31        -5.85         0.32
2012  10  59790000         5.83         0.09        -5.81         0.20
2012  10  59850000         5.84         0.05        -5.79         0.23
2012  10  59910000         5.68         0.09        -5.54        -0.89
2012  10  59970000         5.54         0.42        -5.50        -0.17
2012  10  60030000         5.57         0.37        -5.53         0.29
2012  10  60090000         5.69         0.09        -5.63         0.71
2012  10  60150000         5.60         0.47        -5.49         0.42
2012  10  60210000         5.62         0.88        -5.53         0.44
2012  10  60270000         5.55         0.97        -5.39         0.70
2012  10  60330000         5.21         1.42        -4.81         0.73
2012  10  60390000         5.46         1.53        -5.17        -0.47
2012  10  60450000         5.78         2.13        -5.30        -0.72
2012  10  60510000         6.10         2.77        -5.14        -1.70
